3.000000000000000000e+02;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;4.947997997997997288e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;7.151989585514776593e+01;2.471636438741043307e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;8.946519740299933687e+01;2.907360501338204273e+01;2.226850949274952995e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;1.042886721664344094e+02;3.436868035987054526e+01;2.291457182280162641e+01;2.202654185426327871e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;1.167010353163396843e+02;4.014466400161227710e+01;2.395877239619800392e+01;2.211169187774361689e+01;2.200262363174023861e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;1.272271389056934794e+02;4.610737300484308321e+01;2.537562450383727963e+01;2.228346257584552603e+01;2.201314485899084517e+01;2.200025934297732633e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;1.362588531999666941e+02;5.207022394121281650e+01;2.711837626314737193e+01;2.256232296206130172e+01;2.203858822689608488e+01;2.200150735641996746e+01;2.200002563575476699e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;1.440920284549029873e+02;5.791768485683710566e+01;2.913311079206616228e+01;2.296076290760164440e+01;2.208668310071411156e+01;2.200502588903469814e+01;2.200016956122894385e+01;2.200000253406484774e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
3.000000000000000000e+02;1.509525268388015604e+02;6.358100987397195780e+01;3.136639925295442666e+01;2.348423414806080345e+01;2.216499002342009561e+01;2.201261622641752780e+01;2.200063304793768637e+01;2.200001879334192623e+01;2.200000025048939278e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01;2.200000000000000000e+01
